"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0021612","facial nerve structural organization","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0006012","galactose metabolic process","BP",7,0,1,1,0.710711756608135
"GO:0006689","ganglioside catabolic process","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0098532","histone H3-K27 trimethylation","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0050930","induction of positive chemotaxis","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0008298","intracellular mRNA localization","BP",7,0,1,1,0.710711756608135
"GO:0035735","intraciliary transport involved in cilium assembly","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:1902224","ketone body metabolic process","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0071716","leukotriene transport","BP",7,0,1,1,0.710711756608135
"GO:0001554","luteolysis","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0006108","malate metabolic process","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0042138","meiotic DNA double-strand break formation","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0006122","mitochondrial electron transport, ubiquinol to cytochrome c","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0051256","mitotic spindle midzone assembly","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0070292","N-acylphosphatidylethanolamine metabolic process","BP",7,0,1,1,0.710711756608135
"GO:0034356","NAD biosynthesis via nicotinamide riboside salvage pathway","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0048521","negative regulation of behavior","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:1905208","negative regulation of cardiocyte differentiation","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:1903430","negative regulation of cell maturation","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0032471","negative regulation of endoplasmic reticulum calcium ion concentration","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:1904995","negative regulation of leukocyte adhesion to vascular endothelial cell","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:2000647","negative regulation of stem cell proliferation","BP",7,0,1,1,0.710711756608135
"GO:1904046","negative regulation of vascular endothelial growth factor production","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0038001","paracrine signaling","BP",7,0,1,1,0.710711756608135
"GO:1902047","polyamine transmembrane transport","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0015846","polyamine transport","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:1903961","positive regulation of anion transmembrane transport","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0033240","positive regulation of cellular amine metabolic process","BP",7,0,1,1,0.710711756608135
"GO:2000155","positive regulation of cilium-dependent cell motility","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:2000643","positive regulation of early endosome to late endosome transport","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:1902093","positive regulation of flagellated sperm motility","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:1903896","positive regulation of IRE1-mediated unfolded protein response","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:1904668","positive regulation of ubiquitin protein ligase activity","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0099527","postsynapse to nucleus signaling pathway","BP",7,0,1,1,0.710711756608135
"GO:0098974","postsynaptic actin cytoskeleton organization","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0000338","protein deneddylation","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0018242","protein O-linked glycosylation via serine","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0006863","purine nucleobase transport","BP",7,0,1,1,0.710711756608135
"GO:0009221","pyrimidine deoxyribonucleotide biosynthetic process","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0090481","pyrimidine nucleotide-sugar transmembrane transport","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0010692","regulation of alkaline phosphatase activity","BP",7,0,1,1,0.710711756608135
"GO:0062042","regulation of cardiac epithelial to mesenchymal transition","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0033131","regulation of glucokinase activity","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:1904478","regulation of intestinal absorption","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0032532","regulation of microvillus length","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0044528","regulation of mitochondrial mRNA stability","BP",7,0,1,1,0.710711756608135
"GO:0032817","regulation of natural killer cell proliferation","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0014041","regulation of neuron maturation","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:2000622","regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:1903025","regulation of RNA polymerase II regulatory region sequence-specific DNA binding","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0014062","regulation of serotonin secretion","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0031630","regulation of synaptic vesicle fusion to presynaptic active zone membrane","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:1901632","regulation of synaptic vesicle membrane organization","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0010998","regulation of translational initiation by eIF2 alpha phosphorylation","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0030656","regulation of vitamin metabolic process","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0070673","response to interleukin-18","BP",7,0,1,1,0.710711756608135
"GO:0032790","ribosome disassembly","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0003139","secondary heart field specification","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0001820","serotonin secretion","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0071340","skeletal muscle acetylcholine-gated channel clustering","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0021527","spinal cord association neuron differentiation","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0006384","transcription initiation from RNA polymerase III promoter","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0042797","tRNA transcription by RNA polymerase III","BP",7,0,1,1,0.710711756608135
"GO:0042368","vitamin D biosynthetic process","BP",7,1,1,0.746688265949089,0.710711756608135
"GO:0007339","binding of sperm to zona pellucida","BP",29,4,4,0.785038290997232,0.715546054967375
"GO:1900101","regulation of endoplasmic reticulum unfolded protein response","BP",29,4,4,0.785038290997232,0.715546054967375
"GO:0045616","regulation of keratinocyte differentiation","BP",29,4,4,0.785038290997232,0.715546054967375
"GO:0048741","skeletal muscle fiber development","BP",29,4,4,0.785038290997232,0.715546054967375
"GO:0070231","T cell apoptotic process","BP",36,5,5,0.793518054747029,0.716910928494793
"GO:0045292","mRNA cis splicing, via spliceosome","BP",22,2,3,0.923013826889098,0.717237233497498
"GO:0033032","regulation of myeloid cell apoptotic process","BP",22,2,3,0.923013826889098,0.717237233497498
"GO:0120316","sperm flagellum assembly","BP",22,3,3,0.778061177441566,0.717237233497498
"GO:0002360","T cell lineage commitment","BP",22,1,3,0.986664720734622,0.717237233497498
"GO:0042219","cellular modified amino acid catabolic process","BP",20,3,2,0.718038494675584,0.859104768873059
"GO:0031167","rRNA methylation","BP",20,3,1,0.718038494675584,0.971133024911842
"GO:0006641","triglyceride metabolic process","BP",70,11,10,0.723663835083682,0.719514590679941
"GO:0042531","positive regulation of tyrosine phosphorylation of STAT protein","BP",43,6,6,0.802380483480109,0.719780669956514
"GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","BP",201,27,30,0.961425059753877,0.721912297015884
"GO:0071498","cellular response to fluid shear stress","BP",15,2,2,0.775851572699918,0.72608921547132
"GO:0001702","gastrulation with mouth forming second","BP",15,1,2,0.94729668082247,0.72608921547132
"GO:0006027","glycosaminoglycan catabolic process","BP",15,1,2,0.94729668082247,0.72608921547132
"GO:1903204","negative regulation of oxidative stress-induced neuron death","BP",15,2,2,0.775851572699918,0.72608921547132
"GO:0014821","phasic smooth muscle contraction","BP",15,2,2,0.775851572699918,0.72608921547132
"GO:1903589","positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis","BP",15,2,2,0.775851572699918,0.72608921547132
"GO:0051000","positive regulation of nitric-oxide synthase activity","BP",15,1,2,0.94729668082247,0.72608921547132
"GO:2000010","positive regulation of protein localization to cell surface","BP",15,1,2,0.94729668082247,0.72608921547132
"GO:0010453","regulation of cell fate commitment","BP",15,1,2,0.94729668082247,0.72608921547132
"GO:1900037","regulation of cellular response to hypoxia","BP",15,0,2,1,0.72608921547132
"GO:0042178","xenobiotic catabolic process","BP",15,1,2,0.94729668082247,0.72608921547132
"GO:0001938","positive regulation of endothelial cell proliferation","BP",64,9,9,0.827891934343643,0.731867511745709
"GO:0002385","mucosal immune response","BP",27,4,3,0.733982331832534,0.837682152353252
"GO:0055008","cardiac muscle tissue morphogenesis","BP",37,4,5,0.916018831925139,0.739854654326621
"GO:0006775","fat-soluble vitamin metabolic process","BP",30,4,4,0.807470229348651,0.740921107193255
"GO:0014904","myotube cell development","BP",30,4,4,0.807470229348651,0.740921107193255
"GO:0043029","T cell homeostasis","BP",30,2,4,0.979185031159902,0.740921107193255
"GO:0048532","anatomical structure arrangement","BP",14,2,1,0.741161085594404,0.916351793281309
"GO:0010985","negative regulation of lipoprotein particle clearance","BP",14,2,1,0.741161085594404,0.916351793281309
"GO:0060004","reflex","BP",14,2,1,0.741161085594404,0.916351793281309
"GO:1901317","regulation of flagellated sperm motility","BP",14,2,1,0.741161085594404,0.916351793281309
"GO:0007210","serotonin receptor signaling pathway","BP",14,2,1,0.741161085594404,0.916351793281309
"GO:0036376","sodium ion export across plasma membrane","BP",14,2,1,0.741161085594404,0.916351793281309
"GO:0070979","protein K11-linked ubiquitination","BP",23,3,3,0.803890256832659,0.745837761467269
"GO:0002825","regulation of T-helper 1 type immune response","BP",23,3,3,0.803890256832659,0.745837761467269
"GO:0097011","cellular response to granulocyte macrophage colony-stimulating factor stimulus","BP",7,1,0,0.746688265949089,1
"GO:0006069","ethanol oxidation","BP",7,1,0,0.746688265949089,1
"GO:1903867","extraembryonic membrane development","BP",7,1,0,0.746688265949089,1
"GO:0015884","folic acid transport","BP",7,1,0,0.746688265949089,1
"GO:0006002","fructose 6-phosphate metabolic process","BP",7,1,0,0.746688265949089,1
"GO:0035860","glial cell-derived neurotrophic factor receptor signaling pathway","BP",7,1,0,0.746688265949089,1
"GO:0019852","L-ascorbic acid metabolic process","BP",7,1,0,0.746688265949089,1
"GO:1901334","lactone metabolic process","BP",7,1,0,0.746688265949089,1
"GO:0031293","membrane protein intracellular domain proteolysis","BP",7,1,0,0.746688265949089,1
"GO:0033615","mitochondrial proton-transporting ATP synthase complex assembly","BP",7,1,0,0.746688265949089,1
"GO:0097250","mitochondrial respirasome assembly","BP",7,1,0,0.746688265949089,1
"GO:0120197","mucociliary clearance","BP",7,1,0,0.746688265949089,1
"GO:0002318","myeloid progenitor cell differentiation","BP",7,1,0,0.746688265949089,1
"GO:1901029","negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","BP",7,1,0,0.746688265949089,1
"GO:2000320","negative regulation of T-helper 17 cell differentiation","BP",7,1,0,0.746688265949089,1
"GO:0090209","negative regulation of triglyceride metabolic process","BP",7,1,0,0.746688265949089,1
"GO:0031086","nuclear-transcribed mRNA catabolic process, deadenylation-independent decay","BP",7,1,0,0.746688265949089,1
"GO:0060746","parental behavior","BP",7,1,0,0.746688265949089,1
"GO:0015791","polyol transmembrane transport","BP",7,1,0,0.746688265949089,1
"GO:0048711","positive regulation of astrocyte differentiation","BP",7,1,0,0.746688265949089,1
"GO:0048087","positive regulation of developmental pigmentation","BP",7,1,0,0.746688265949089,1
"GO:0015824","proline transport","BP",7,1,0,0.746688265949089,1
"GO:0060736","prostate gland growth","BP",7,1,0,0.746688265949089,1
"GO:0022417","protein maturation by protein folding","BP",7,1,0,0.746688265949089,1
"GO:0006477","protein sulfation","BP",7,1,0,0.746688265949089,1
"GO:0043461","proton-transporting ATP synthase complex assembly","BP",7,1,0,0.746688265949089,1
"GO:1904177","regulation of adipose tissue development","BP",7,1,0,0.746688265949089,1
"GO:0099151","regulation of postsynaptic density assembly","BP",7,1,0,0.746688265949089,1
"GO:0099150","regulation of postsynaptic specialization assembly","BP",7,1,0,0.746688265949089,1
"GO:0032909","regulation of transforming growth factor beta2 production","BP",7,1,0,0.746688265949089,1
"GO:0097012","response to granulocyte macrophage colony-stimulating factor","BP",7,1,0,0.746688265949089,1
"GO:0048733","sebaceous gland development","BP",7,1,0,0.746688265949089,1
"GO:0042723","thiamine-containing compound metabolic process","BP",7,1,0,0.746688265949089,1
"GO:0032906","transforming growth factor beta2 production","BP",7,1,0,0.746688265949089,1
"GO:0000050","urea cycle","BP",7,1,0,0.746688265949089,1
"GO:0045907","positive regulation of vasoconstriction","BP",21,3,2,0.749490638459824,0.87730567185953
"GO:0048710","regulation of astrocyte differentiation","BP",21,3,1,0.749490638459824,0.975824392564457
"GO:0019433","triglyceride catabolic process","BP",21,3,1,0.749490638459824,0.975824392564457
"GO:0021984","adenohypophysis development","BP",8,1,1,0.791817360517511,0.757695592700884
"GO:0001955","blood vessel maturation","BP",8,1,1,0.791817360517511,0.757695592700884
"GO:0051934","catecholamine uptake involved in synaptic transmission","BP",8,1,1,0.791817360517511,0.757695592700884
"GO:0071372","cellular response to follicle-stimulating hormone stimulus","BP",8,1,1,0.791817360517511,0.757695592700884
"GO:0071492","cellular response to UV-A","BP",8,1,1,0.791817360517511,0.757695592700884
"GO:0021681","cerebellar granular layer development","BP",8,1,1,0.791817360517511,0.757695592700884
"GO:0051583","dopamine uptake involved in synaptic transmission","BP",8,1,1,0.791817360517511,0.757695592700884
"GO:0007506","gonadal mesoderm development","BP",8,0,1,1,0.757695592700884
"GO:0060347","heart trabecula formation","BP",8,1,1,0.791817360517511,0.757695592700884
"GO:0060601","lateral sprouting from an epithelium","BP",8,1,1,0.791817360517511,0.757695592700884
"GO:0006553","lysine metabolic process","BP",8,1,1,0.791817360517511,0.757695592700884
"GO:0000395","mRNA 5'-splice site recognition","BP",8,0,1,1,0.757695592700884
"GO:0090370","negative regulation of cholesterol efflux","BP",8,1,1,0.791817360517511,0.757695592700884
"GO:0048387","negative regulation of retinoic acid receptor signaling pathway","BP",8,1,1,0.791817360517511,0.757695592700884
"GO:0015851","nucleobase transport","BP",8,1,1,0.791817360517511,0.757695592700884
"GO:0015780","nucleotide-sugar transmembrane transport","BP",8,1,1,0.791817360517511,0.757695592700884
"GO:0021889","olfactory bulb interneuron differentiation","BP",8,0,1,1,0.757695592700884
"GO:0019755","one-carbon compound transport","BP",8,1,1,0.791817360517511,0.757695592700884
"GO:0036152","phosphatidylethanolamine acyl-chain remodeling","BP",8,0,1,1,0.757695592700884
"GO:2000344","positive regulation of acrosome reaction","BP",8,0,1,1,0.757695592700884
"GO:0071803","positive regulation of podosome assembly","BP",8,1,1,0.791817360517511,0.757695592700884
"GO:0060267","positive regulation of respiratory burst","BP",8,1,1,0.791817360517511,0.757695592700884
"GO:1990440","positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress","BP",8,1,1,0.791817360517511,0.757695592700884
"GO:0048563","post-embryonic animal organ morphogenesis","BP",8,1,1,0.791817360517511,0.757695592700884
"GO:0099188","postsynaptic cytoskeleton organization","BP",8,1,1,0.791817360517511,0.757695592700884
"GO:1901894","regulation of ATPase-coupled calcium transmembrane transporter activity","BP",8,0,1,1,0.757695592700884
"GO:0060312","regulation of blood vessel remodeling","BP",8,0,1,1,0.757695592700884
"GO:0002676","regulation of chronic inflammatory response","BP",8,1,1,0.791817360517511,0.757695592700884
"GO:1903299","regulation of hexokinase activity","BP",8,1,1,0.791817360517511,0.757695592700884
"GO:2000659","regulation of interleukin-1-mediated signaling pathway","BP",8,1,1,0.791817360517511,0.757695592700884
"GO:1903332","regulation of protein folding","BP",8,0,1,1,0.757695592700884
"GO:0045898","regulation of RNA polymerase II transcription preinitiation complex assembly","BP",8,1,1,0.791817360517511,0.757695592700884
"GO:2000035","regulation of stem cell division","BP",8,0,1,1,0.757695592700884
"GO:0042796","snRNA transcription by RNA polymerase III","BP",8,0,1,1,0.757695592700884
"GO:0014820","tonic smooth muscle contraction","BP",8,1,1,0.791817360517511,0.757695592700884
"GO:0009304","tRNA transcription","BP",8,0,1,1,0.757695592700884
"GO:0048845","venous blood vessel morphogenesis","BP",8,1,1,0.791817360517511,0.757695592700884
"GO:0035743","CD4-positive, alpha-beta T cell cytokine production","BP",16,2,2,0.806399230343139,0.759200349267379
"GO:0006007","glucose catabolic process","BP",16,2,2,0.806399230343139,0.759200349267379
"GO:0002827","positive regulation of T-helper 1 type immune response","BP",16,2,2,0.806399230343139,0.759200349267379
"GO:1901522","positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus","BP",16,2,2,0.806399230343139,0.759200349267379
"GO:0060740","prostate gland epithelium morphogenesis","BP",16,2,2,0.806399230343139,0.759200349267379
"GO:0060512","prostate gland morphogenesis","BP",16,2,2,0.806399230343139,0.759200349267379
"GO:0010923","negative regulation of phosphatase activity","BP",28,4,2,0.760567340781796,0.955053799688978
"GO:0003351","epithelial cilium movement involved in extracellular fluid movement","BP",35,5,4,0.772044428171238,0.842455898991876
"GO:0035036","sperm-egg recognition","BP",35,5,4,0.772044428171238,0.842455898991876
"GO:0042088","T-helper 1 type immune response","BP",35,5,4,0.772044428171238,0.842455898991876
"GO:0061384","heart trabecula morphogenesis","BP",24,3,3,0.827139595186381,0.772075322776564
"GO:0018149","peptide cross-linking","BP",24,2,3,0.944106140945859,0.772075322776564
"GO:0048536","spleen development","BP",24,3,3,0.827139595186381,0.772075322776564
"GO:0023035","CD40 signaling pathway","BP",15,2,1,0.775851572699918,0.929941977410594
"GO:0042474","middle ear morphogenesis","BP",15,2,1,0.775851572699918,0.929941977410594
"GO:0031645","negative regulation of nervous system process","BP",15,2,1,0.775851572699918,0.929941977410594
"GO:0010738","regulation of protein kinase A signaling","BP",15,2,1,0.775851572699918,0.929941977410594
"GO:0045063","T-helper 1 cell differentiation","BP",15,2,0,0.775851572699918,1
"GO:0046464","acylglycerol catabolic process","BP",29,4,3,0.785038290997232,0.871757579413932
"GO:0046461","neutral lipid catabolic process","BP",29,4,3,0.785038290997232,0.871757579413932
"GO:0002251","organ or tissue specific immune response","BP",29,4,3,0.785038290997232,0.871757579413932
"GO:1905146","lysosomal protein catabolic process","BP",17,0,2,1,0.788783687133724
"GO:1902883","negative regulation of response to oxidative stress","BP",17,2,2,0.833178964069688,0.788783687133724
"GO:0045116","protein neddylation","BP",17,2,2,0.833178964069688,0.788783687133724
"GO:0010988","regulation of low-density lipoprotein particle clearance","BP",17,2,2,0.833178964069688,0.788783687133724
"GO:0099560","synaptic membrane adhesion","BP",17,2,2,0.833178964069688,0.788783687133724
"GO:0060581","cell fate commitment involved in pattern specification","BP",8,1,0,0.791817360517511,1
"GO:0048245","eosinophil chemotaxis","BP",8,1,0,0.791817360517511,1
"GO:0043983","histone H4-K12 acetylation","BP",8,1,0,0.791817360517511,1
"GO:2000317","negative regulation of T-helper 17 type immune response","BP",8,1,0,0.791817360517511,1
"GO:0071941","nitrogen cycle metabolic process","BP",8,1,0,0.791817360517511,1
"GO:0014012","peripheral nervous system axon regeneration","BP",8,1,0,0.791817360517511,1
"GO:0033235","positive regulation of protein sumoylation","BP",8,1,0,0.791817360517511,1
"GO:2000556","positive regulation of T-helper 1 cell cytokine production","BP",8,1,0,0.791817360517511,1
"GO:1904889","regulation of excitatory synapse assembly","BP",8,1,0,0.791817360517511,1
"GO:2000554","regulation of T-helper 1 cell cytokine production","BP",8,1,0,0.791817360517511,1
"GO:0061299","retina vasculature morphogenesis in camera-type eye","BP",8,1,0,0.791817360517511,1
"GO:0035744","T-helper 1 cell cytokine production","BP",8,1,0,0.791817360517511,1
"GO:0006047","UDP-N-acetylglucosamine metabolic process","BP",8,1,0,0.791817360517511,1
"GO:0019627","urea metabolic process","BP",8,1,0,0.791817360517511,1
"GO:0060579","ventral spinal cord interneuron fate commitment","BP",8,1,0,0.791817360517511,1
"GO:0034508","centromere complex assembly","BP",25,2,3,0.952464595873643,0.796049776299543
"GO:0045652","regulation of megakaryocyte differentiation","BP",25,2,3,0.952464595873643,0.796049776299543
"GO:0001990","regulation of systemic arterial blood pressure by hormone","BP",25,2,3,0.952464595873643,0.796049776299543
"GO:0015810","aspartate transmembrane transport","BP",9,0,1,1,0.79705065214896
"GO:0086069","bundle of His cell to Purkinje myocyte communication","BP",9,0,1,1,0.79705065214896
"GO:0071415","cellular response to purine-containing compound","BP",9,1,1,0.828908262411103,0.79705065214896
"GO:0090158","endoplasmic reticulum membrane organization","BP",9,1,1,0.828908262411103,0.79705065214896
"GO:0072148","epithelial cell fate commitment","BP",9,1,1,0.828908262411103,0.79705065214896
"GO:0010248","establishment or maintenance of transmembrane electrochemical gradient","BP",9,0,1,1,0.79705065214896
"GO:1901072","glucosamine-containing compound catabolic process","BP",9,1,1,0.828908262411103,0.79705065214896
"GO:0015886","heme transport","BP",9,1,1,0.828908262411103,0.79705065214896
"GO:0042541","hemoglobin biosynthetic process","BP",9,0,1,1,0.79705065214896
"GO:0001946","lymphangiogenesis","BP",9,0,1,1,0.79705065214896
"GO:0072172","mesonephric tubule formation","BP",9,0,1,1,0.79705065214896
"GO:0002674","negative regulation of acute inflammatory response","BP",9,1,1,0.828908262411103,0.79705065214896
"GO:0061626","pharyngeal arch artery morphogenesis","BP",9,1,1,0.828908262411103,0.79705065214896
"GO:0033700","phospholipid efflux","BP",9,0,1,1,0.79705065214896
"GO:2000510","positive regulation of dendritic cell chemotaxis","BP",9,1,1,0.828908262411103,0.79705065214896
"GO:0010838","positive regulation of keratinocyte proliferation","BP",9,1,1,0.828908262411103,0.79705065214896
"GO:0045187","regulation of circadian sleep/wake cycle, sleep","BP",9,1,1,0.828908262411103,0.79705065214896
"GO:2000508","regulation of dendritic cell chemotaxis","BP",9,1,1,0.828908262411103,0.79705065214896
"GO:1902950","regulation of dendritic spine maintenance","BP",9,1,1,0.828908262411103,0.79705065214896
"GO:1902033","regulation of hematopoietic stem cell proliferation","BP",9,1,1,0.828908262411103,0.79705065214896
"GO:0071801","regulation of podosome assembly","BP",9,1,1,0.828908262411103,0.79705065214896
"GO:0045628","regulation of T-helper 2 cell differentiation","BP",9,1,1,0.828908262411103,0.79705065214896
"GO:1902947","regulation of tau-protein kinase activity","BP",9,1,1,0.828908262411103,0.79705065214896
"GO:0010896","regulation of triglyceride catabolic process","BP",9,1,1,0.828908262411103,0.79705065214896
"GO:0046689","response to mercury ion","BP",9,1,1,0.828908262411103,0.79705065214896
"GO:0000301","retrograde transport, vesicle recycling within Golgi","BP",9,1,1,0.828908262411103,0.79705065214896
"GO:0070475","rRNA base methylation","BP",9,1,1,0.828908262411103,0.79705065214896
"GO:0035092","sperm DNA condensation","BP",9,0,1,1,0.79705065214896
"GO:0019229","regulation of vasoconstriction","BP",43,6,5,0.802380483480109,0.849229111319082
"GO:0035751","regulation of lysosomal lumen pH","BP",16,2,0,0.806399230343139,1
"GO:0007187","G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger","BP",33,4,4,0.863493451735085,0.806677003907886
"GO:0030517","negative regulation of axon extension","BP",33,4,4,0.863493451735085,0.806677003907886
"GO:0016339","calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules","BP",30,4,2,0.807470229348651,0.9665759561414
"GO:0015721","bile acid and bile salt transport","BP",18,1,2,0.970753138907026,0.815111593589562
"GO:0035584","calcium-mediated signaling using intracellular calcium source","BP",18,2,2,0.856563574093037,0.815111593589562
"GO:0042772","DNA damage response, signal transduction resulting in transcription","BP",18,2,2,0.856563574093037,0.815111593589562
"GO:0045662","negative regulation of myoblast differentiation","BP",18,1,2,0.970753138907026,0.815111593589562
"GO:0030490","maturation of SSU-rRNA","BP",41,5,5,0.877906375097233,0.817916994429193
"GO:0036336","dendritic cell migration","BP",24,3,2,0.827139595186381,0.919656131075757
"GO:0032692","negative regulation of interleukin-1 production","BP",31,4,3,0.827954048434516,0.899340476545524
"GO:0070417","cellular response to cold","BP",9,1,0,0.828908262411103,1
"GO:0003198","epithelial to mesenchymal transition involved in endocardial cushion formation","BP",9,1,0,0.828908262411103,1
"GO:0006983","ER overload response","BP",9,1,0,0.828908262411103,1
"GO:0006004","fucose metabolic process","BP",9,1,0,0.828908262411103,1
"GO:0033212","iron import into cell","BP",9,1,0,0.828908262411103,1
"GO:1903977","positive regulation of glial cell migration","BP",9,1,0,0.828908262411103,1
"GO:0098903","regulation of membrane repolarization during action potential","BP",9,1,0,0.828908262411103,1
"GO:0042762","regulation of sulfur metabolic process","BP",9,1,0,0.828908262411103,1
"GO:0060068","vagina development","BP",9,1,0,0.828908262411103,1
"GO:0007028","cytoplasm organization","BP",10,0,1,1,0.830015303821565
"GO:0015074","DNA integration","BP",10,0,1,1,0.830015303821565
"GO:0042362","fat-soluble vitamin biosynthetic process","BP",10,1,1,0.859392370434716,0.830015303821565
"GO:0032621","interleukin-18 production","BP",10,1,1,0.859392370434716,0.830015303821565
"GO:0060576","intestinal epithelial cell development","BP",10,1,1,0.859392370434716,0.830015303821565
"GO:0032926","negative regulation of activin receptor signaling pathway","BP",10,1,1,0.859392370434716,0.830015303821565
"GO:1905049","negative regulation of metallopeptidase activity","BP",10,1,1,0.859392370434716,0.830015303821565
"GO:1900747","negative regulation of vascular endothelial growth factor signaling pathway","BP",10,0,1,1,0.830015303821565
"GO:0042136","neurotransmitter biosynthetic process","BP",10,1,1,0.859392370434716,0.830015303821565
"GO:2000052","positive regulation of non-canonical Wnt signaling pathway","BP",10,1,1,0.859392370434716,0.830015303821565
"GO:0060046","regulation of acrosome reaction","BP",10,0,1,1,0.830015303821565
"GO:0051095","regulation of helicase activity","BP",10,1,1,0.859392370434716,0.830015303821565
"GO:0032661","regulation of interleukin-18 production","BP",10,1,1,0.859392370434716,0.830015303821565
"GO:0033139","regulation of peptidyl-serine phosphorylation of STAT protein","BP",10,0,1,1,0.830015303821565
"GO:1903897","regulation of PERK-mediated unfolded protein response","BP",10,1,1,0.859392370434716,0.830015303821565
"GO:2000095","regulation of Wnt signaling pathway, planar cell polarity pathway","BP",10,1,1,0.859392370434716,0.830015303821565
"GO:0072540","T-helper 17 cell lineage commitment","BP",10,1,1,0.859392370434716,0.830015303821565
"GO:0006570","tyrosine metabolic process","BP",10,1,1,0.859392370434716,0.830015303821565
"GO:0050909","sensory perception of taste","BP",38,5,4,0.831665897763575,0.885556688932107
"GO:0015936","coenzyme A metabolic process","BP",17,2,1,0.833178964069688,0.950858569213043
"GO:0006978","DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator","BP",17,2,1,0.833178964069688,0.950858569213043
"GO:0003272","endocardial cushion formation","BP",17,2,1,0.833178964069688,0.950858569213043
"GO:0035313","wound healing, spreading of epidermal cells","BP",17,2,1,0.833178964069688,0.950858569213043
"GO:0002407","dendritic cell chemotaxis","BP",19,1,2,0.975966501265546,0.838461005119351
"GO:0070307","lens fiber cell development","BP",11,1,1,0.884446245912868,0.857626945394437
"GO:1903206","negative regulation of hydrogen peroxide-induced cell death","BP",11,1,1,0.884446245912868,0.857626945394437
"GO:0042415","norepinephrine metabolic process","BP",11,1,1,0.884446245912868,0.857626945394437
"GO:1900221","regulation of amyloid-beta clearance","BP",11,0,1,1,0.857626945394437
"GO:1902667","regulation of axon guidance","BP",11,0,1,1,0.857626945394437
"GO:0051452","intracellular pH reduction","BP",36,4,4,0.904921856980006,0.858149020304012
"GO:0021772","olfactory bulb development","BP",20,2,2,0.894565296651232,0.859104768873059
"GO:0003148","outflow tract septum morphogenesis","BP",20,1,2,0.980250775192615,0.859104768873059
