"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0098816","mini excitatory postsynaptic potential","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0035279","miRNA-mediated gene silencing by mRNA destabilization","BP",2,1,0,0.543928309390988,1
"GO:0034514","mitochondrial unfolded protein response","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0099074","mitochondrion to lysosome transport","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0099075","mitochondrion-derived vesicle mediated transport","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0052187","modification by host of symbiont cellular component","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0052337","modification by host of symbiont membrane","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0052183","modification by host of symbiont structure","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0052472","modulation by host of symbiont transcription","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0016098","monoterpenoid metabolic process","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0002277","myeloid dendritic cell activation involved in immune response","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0007518","myoblast fate determination","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0018002","N-terminal peptidyl-glutamic acid acetylation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0018008","N-terminal peptidyl-glycine N-myristoylation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0018076","N-terminal peptidyl-lysine acetylation","BP",2,1,0,0.543928309390988,1
"GO:0019677","NAD catabolic process","BP",2,1,0,0.543928309390988,1
"GO:0006741","NADP biosynthetic process","BP",2,1,0,0.543928309390988,1
"GO:0002590","negative regulation of antigen processing and presentation of peptide antigen via MHC class I","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1900082","negative regulation of arginine catabolic process","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1903892","negative regulation of ATF6-mediated unfolded protein response","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0070858","negative regulation of bile acid biosynthetic process","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1904252","negative regulation of bile acid metabolic process","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1901877","negative regulation of calcium ion binding","BP",2,1,0,0.543928309390988,1
"GO:0062044","negative regulation of cardiac epithelial to mesenchymal transition","BP",2,1,0,0.543928309390988,1
"GO:0045914","negative regulation of catecholamine metabolic process","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:2000349","negative regulation of CD40 signaling pathway","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1905916","negative regulation of cell differentiation involved in phenotypic switching","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0033242","negative regulation of cellular amine catabolic process","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1903723","negative regulation of centriole elongation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:2001226","negative regulation of chloride transport","BP",2,1,0,0.543928309390988,1
"GO:0060621","negative regulation of cholesterol import","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0061182","negative regulation of chondrocyte development","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0043318","negative regulation of cytotoxic T cell degranulation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1903625","negative regulation of DNA catabolic process","BP",2,1,0,0.543928309390988,1
"GO:1905642","negative regulation of DNA methylation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0045963","negative regulation of dopamine metabolic process","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1901551","negative regulation of endothelial cell development","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1905006","negative regulation of epithelial to mesenchymal transition involved in endocardial cushion formation","BP",2,1,0,0.543928309390988,1
"GO:1903141","negative regulation of establishment of endothelial barrier","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1904021","negative regulation of G protein-coupled receptor internalization","BP",2,1,0,0.543928309390988,1
"GO:1900110","negative regulation of histone H3-K9 dimethylation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:2000296","negative regulation of hydrogen peroxide catabolic process","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0002884","negative regulation of hypersensitivity","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0032384","negative regulation of intracellular cholesterol transport","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0032378","negative regulation of intracellular lipid transport","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0032381","negative regulation of intracellular sterol transport","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1903751","negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1903609","negative regulation of inward rectifier potassium channel activity","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0045827","negative regulation of isoprenoid metabolic process","BP",2,1,0,0.543928309390988,1
"GO:0032804","negative regulation of low-density lipoprotein particle receptor catabolic process","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1901624","negative regulation of lymphocyte chemotaxis","BP",2,1,0,0.543928309390988,1
"GO:1901257","negative regulation of macrophage colony-stimulating factor production","BP",2,1,0,0.543928309390988,1
"GO:0071641","negative regulation of macrophage inflammatory protein 1 alpha production","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1902631","negative regulation of membrane hyperpolarization","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:2000381","negative regulation of mesoderm development","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1904527","negative regulation of microtubule binding","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0002859","negative regulation of natural killer cell mediated cytotoxicity directed against tumor cell target","BP",2,1,0,0.543928309390988,1
"GO:0002856","negative regulation of natural killer cell mediated immune response to tumor cell","BP",2,1,0,0.543928309390988,1
"GO:0072183","negative regulation of nephron tubule epithelial cell differentiation","BP",2,1,0,0.543928309390988,1
"GO:1902309","negative regulation of peptidyl-serine dephosphorylation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0033140","negative regulation of peptidyl-serine phosphorylation of STAT protein","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1900240","negative regulation of phenotypic switching","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0150174","negative regulation of phosphatidylcholine metabolic process","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1900275","negative regulation of phospholipase C activity","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1903704","negative regulation of production of siRNA involved in post-transcriptional gene silencing by RNA","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1905524","negative regulation of protein autoubiquitination","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1903614","negative regulation of protein tyrosine phosphatase activity","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1905601","negative regulation of receptor-mediated endocytosis involved in cholesterol transport","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1900053","negative regulation of retinoic acid biosynthetic process","BP",2,1,0,0.543928309390988,1
"GO:0061188","negative regulation of ribosomal DNA heterochromatin assembly","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0014859","negative regulation of skeletal muscle cell proliferation","BP",2,1,0,0.543928309390988,1
"GO:1902723","negative regulation of skeletal muscle satellite cell proliferation","BP",2,1,0,0.543928309390988,1
"GO:0035544","negative regulation of SNARE complex assembly","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0045626","negative regulation of T-helper 1 cell differentiation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:2000329","negative regulation of T-helper 17 cell lineage commitment","BP",2,1,0,0.543928309390988,1
"GO:0034140","negative regulation of toll-like receptor 3 signaling pathway","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1905931","negative regulation of vascular associated smooth muscle cell differentiation involved in phenotypic switching","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0003308","negative regulation of Wnt signaling pathway involved in heart development","BP",2,1,0,0.543928309390988,1
"GO:0072076","nephrogenic mesenchyme development","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0021999","neural plate anterior/posterior regionalization","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0021812","neuronal-glial interaction involved in cerebral cortex radial glia guided migration","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0010813","neuropeptide catabolic process","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0045213","neurotransmitter receptor metabolic process","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0070947","neutrophil-mediated killing of fungus","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0070945","neutrophil-mediated killing of gram-negative bacterium","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0018916","nitrobenzene metabolic process","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0098989","NMDA selective glutamate receptor signaling pathway","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0110135","Norrin signaling pathway","BP",2,1,0,0.543928309390988,1
"GO:0017126","nucleologenesis","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0016267","O-glycan processing, core 1","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0021630","olfactory nerve maturation","BP",2,1,0,0.543928309390988,1
"GO:0021769","orbitofrontal cortex development","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0043932","ossification involved in bone remodeling","BP",2,1,0,0.543928309390988,1
"GO:0035553","oxidative single-stranded RNA demethylation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0061205","paramesonephric duct development","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0061227","pattern specification involved in mesonephros development","BP",2,1,0,0.543928309390988,1
"GO:0015750","pentose transmembrane transport","BP",2,1,0,0.543928309390988,1
"GO:0017187","peptidyl-glutamic acid carboxylation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0000425","pexophagy","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0046271","phenylpropanoid catabolic process","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0051877","pigment granule aggregation in cell center","BP",2,1,0,0.543928309390988,1
"GO:1904938","planar cell polarity pathway involved in axon guidance","BP",2,1,0,0.543928309390988,1
"GO:0016095","polyprenol catabolic process","BP",2,1,0,0.543928309390988,1
"GO:1901953","positive regulation of anterograde dense core granule transport","BP",2,1,0,0.543928309390988,1
"GO:1904831","positive regulation of aortic smooth muscle cell differentiation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0032100","positive regulation of appetite","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1904450","positive regulation of aspartate secretion","BP",2,1,0,0.543928309390988,1
"GO:1905053","positive regulation of base-excision repair","BP",2,1,0,0.543928309390988,1
"GO:1904172","positive regulation of bleb assembly","BP",2,1,0,0.543928309390988,1
"GO:1903679","positive regulation of cap-independent translational initiation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0055025","positive regulation of cardiac muscle tissue development","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0051944","positive regulation of catecholamine uptake involved in synaptic transmission","BP",2,1,0,0.543928309390988,1
"GO:0045764","positive regulation of cellular amino acid metabolic process","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0032723","positive regulation of connective tissue growth factor production","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1903852","positive regulation of cristae formation","BP",2,1,0,0.543928309390988,1
"GO:2000707","positive regulation of dense core granule biogenesis","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1904811","positive regulation of dense core granule transport","BP",2,1,0,0.543928309390988,1
"GO:0032298","positive regulation of DNA-templated DNA replication initiation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0051586","positive regulation of dopamine uptake involved in synaptic transmission","BP",2,1,0,0.543928309390988,1
"GO:1905516","positive regulation of fertilization","BP",2,1,0,0.543928309390988,1
"GO:0032724","positive regulation of fractalkine production","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0003104","positive regulation of glomerular filtration","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0033133","positive regulation of glucokinase activity","BP",2,1,0,0.543928309390988,1
"GO:1900451","positive regulation of glutamate receptor signaling pathway","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0071663","positive regulation of granzyme B production","BP",2,1,0,0.543928309390988,1
"GO:2000473","positive regulation of hematopoietic stem cell migration","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1903945","positive regulation of hepatocyte apoptotic process","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0007228","positive regulation of hh target transcription factor activity","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0010983","positive regulation of high-density lipoprotein particle clearance","BP",2,1,0,0.543928309390988,1
"GO:2000620","positive regulation of histone H4-K16 acetylation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:2000558","positive regulation of immunoglobulin production in mucosal tissue","BP",2,1,0,0.543928309390988,1
"GO:0032745","positive regulation of interleukin-21 production","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0048295","positive regulation of isotype switching to IgE isotypes","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0061766","positive regulation of lung blood pressure","BP",2,1,0,0.543928309390988,1
"GO:1905458","positive regulation of lymphoid progenitor cell differentiation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0097214","positive regulation of lysosomal membrane permeability","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1905303","positive regulation of macropinocytosis","BP",2,1,0,0.543928309390988,1
"GO:2000382","positive regulation of mesoderm development","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0061885","positive regulation of mini excitatory postsynaptic potential","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1902958","positive regulation of mitochondrial electron transport, NADH to ubiquinone","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1903109","positive regulation of mitochondrial transcription","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1903490","positive regulation of mitotic cytokinesis","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0035505","positive regulation of myosin light chain kinase activity","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0043315","positive regulation of neutrophil degranulation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0070430","positive regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway","BP",2,1,0,0.543928309390988,1
"GO:1903862","positive regulation of oxidative phosphorylation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0090187","positive regulation of pancreatic juice secretion","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0060697","positive regulation of phospholipid catabolic process","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1900100","positive regulation of plasma cell differentiation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0090362","positive regulation of platelet-derived growth factor production","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:2000777","positive regulation of proteasomal ubiquitin-dependent protein catabolic process involved in cellular response to hypoxia","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1902524","positive regulation of protein K48-linked ubiquitination","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1902530","positive regulation of protein linear polyubiquitination","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1903923","positive regulation of protein processing in phagocytic vesicle","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0032106","positive regulation of response to extracellular stimulus","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0032097","positive regulation of response to food","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0032109","positive regulation of response to nutrient levels","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0014040","positive regulation of Schwann cell differentiation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0072513","positive regulation of secondary heart field cardioblast proliferation","BP",2,1,0,0.543928309390988,1
"GO:1901647","positive regulation of synoviocyte proliferation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1904744","positive regulation of telomeric DNA binding","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:2001037","positive regulation of tongue muscle cell differentiation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1903984","positive regulation of TRAIL-activated apoptotic signaling pathway","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1901390","positive regulation of transforming growth factor beta activation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:2000676","positive regulation of type B pancreatic cell apoptotic process","BP",2,1,0,0.543928309390988,1
"GO:0010902","positive regulation of very-low-density lipoprotein particle remodeling","BP",2,1,0,0.543928309390988,1
"GO:0034421","post-translational protein acetylation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0072166","posterior mesonephric tubule development","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0003342","proepicardium development","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1902859","propionyl-CoA catabolic process","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0018214","protein carboxylation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1990108","protein linear deubiquitination","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0090251","protein localization involved in establishment of planar polarity","BP",2,1,0,0.543928309390988,1
"GO:0097355","protein localization to heterochromatin","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0036309","protein localization to M-band","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1900756","protein processing in phagocytic vesicle","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0001120","protein-DNA complex remodeling","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0003350","pulmonary myocardium development","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0006145","purine nucleobase catabolic process","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0019364","pyridine nucleotide catabolic process","BP",2,1,0,0.543928309390988,1
"GO:0008615","pyridoxine biosynthetic process","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0008614","pyridoxine metabolic process","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0046126","pyrimidine deoxyribonucleoside biosynthetic process","BP",2,1,0,0.543928309390988,1
"GO:0009197","pyrimidine deoxyribonucleoside diphosphate biosynthetic process","BP",2,1,0,0.543928309390988,1
"GO:0009196","pyrimidine deoxyribonucleoside diphosphate metabolic process","BP",2,1,0,0.543928309390988,1
"GO:0062177","radial spoke assembly","BP",2,1,0,0.543928309390988,1
"GO:2000367","regulation of acrosomal vesicle exocytosis","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1903630","regulation of aminoacyl-tRNA ligase activity","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1901951","regulation of anterograde dense core granule transport","BP",2,1,0,0.543928309390988,1
"GO:0002589","regulation of antigen processing and presentation of peptide antigen via MHC class I","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1903847","regulation of aorta morphogenesis","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1900081","regulation of arginine catabolic process","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1904448","regulation of aspartate secretion","BP",2,1,0,0.543928309390988,1
"GO:1905051","regulation of base-excision repair","BP",2,1,0,0.543928309390988,1
"GO:1904170","regulation of bleb assembly","BP",2,1,0,0.543928309390988,1
"GO:0060665","regulation of branching involved in salivary gland morphogenesis by mesenchymal-epithelial signaling","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0110097","regulation of calcium import into the mitochondrion","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1901876","regulation of calcium ion binding","BP",2,1,0,0.543928309390988,1
"GO:1902080","regulation of calcium ion import into sarcoplasmic reticulum","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1903610","regulation of calcium-dependent ATPase activity","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1905239","regulation of canonical Wnt signaling pathway involved in osteoblast differentiation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1903677","regulation of cap-independent translational initiation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0106088","regulation of cell adhesion involved in sprouting angiogenesis","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0033241","regulation of cellular amine catabolic process","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0060300","regulation of cytokine activity","BP",2,1,0,0.543928309390988,1
"GO:0043317","regulation of cytotoxic T cell degranulation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1905413","regulation of dense core granule exocytosis","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1904809","regulation of dense core granule transport","BP",2,1,0,0.543928309390988,1
"GO:1902544","regulation of DNA N-glycosylase activity","BP",2,1,0,0.543928309390988,1
"GO:1902954","regulation of early endosome to recycling endosome transport","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1901187","regulation of ephrin receptor signaling pathway","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1903015","regulation of exo-alpha-sialidase activity","BP",2,1,0,0.543928309390988,1
"GO:2000313","regulation of fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0032644","regulation of fractalkine production","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1904020","regulation of G protein-coupled receptor internalization","BP",2,1,0,0.543928309390988,1
"GO:1904708","regulation of granulosa cell apoptotic process","BP",2,1,0,0.543928309390988,1
"GO:0071661","regulation of granzyme B production","BP",2,1,0,0.543928309390988,1
"GO:0003064","regulation of heart rate by hormone","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:2000471","regulation of hematopoietic stem cell migration","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:2000489","regulation of hepatic stellate cell activation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1902202","regulation of hepatocyte growth factor receptor signaling pathway","BP",2,1,0,0.543928309390988,1
"GO:2000557","regulation of immunoglobulin production in mucosal tissue","BP",2,1,0,0.543928309390988,1
"GO:0032659","regulation of interleukin-16 production","BP",2,1,0,0.543928309390988,1
"GO:1902214","regulation of interleukin-4-mediated signaling pathway","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0060730","regulation of intestinal epithelial structure maintenance","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1905799","regulation of intraciliary retrograde transport","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1903750","regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1904438","regulation of iron ion import across plasma membrane","BP",2,1,0,0.543928309390988,1
"GO:0019747","regulation of isoprenoid metabolic process","BP",2,1,0,0.543928309390988,1
"GO:0090325","regulation of locomotion involved in locomotory behavior","BP",2,1,0,0.543928309390988,1
"GO:1905595","regulation of low-density lipoprotein particle receptor binding","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1901490","regulation of lymphangiogenesis","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:2000446","regulation of macrophage migration inhibitory factor signaling pathway","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1905301","regulation of macropinocytosis","BP",2,1,0,0.543928309390988,1
"GO:1903056","regulation of melanosome organization","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1902908","regulation of melanosome transport","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0072199","regulation of mesenchymal cell proliferation involved in ureter development","BP",2,1,0,0.543928309390988,1
"GO:1905770","regulation of mesodermal cell differentiation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0042661","regulation of mesodermal cell fate specification","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0061884","regulation of mini excitatory postsynaptic potential","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0014735","regulation of muscle atrophy","BP",2,1,0,0.543928309390988,1
"GO:0034127","regulation of MyD88-independent toll-like receptor signaling pathway","BP",2,1,0,0.543928309390988,1
"GO:0030885","regulation of myeloid dendritic cell activation","BP",2,1,0,0.543928309390988,1
"GO:0035504","regulation of myosin light chain kinase activity","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0006808","regulation of nitrogen utilization","BP",2,1,0,0.543928309390988,1
"GO:1900175","regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1900145","regulation of nodal signaling pathway involved in determination of left/right asymmetry","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:2000275","regulation of oxidative phosphorylation uncoupler activity","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1900239","regulation of phenotypic switching","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1900098","regulation of plasma cell differentiation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0030860","regulation of polarized epithelial cell differentiation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0010967","regulation of polyamine biosynthetic process","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1902232","regulation of positive thymic T cell selection","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1902528","regulation of protein linear polyubiquitination","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0032459","regulation of protein oligomerization","BP",2,1,0,0.543928309390988,1
"GO:1903921","regulation of protein processing in phagocytic vesicle","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0032487","regulation of Rap protein signal transduction","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1900052","regulation of retinoic acid biosynthetic process","BP",2,1,0,0.543928309390988,1
"GO:1903062","regulation of reverse cholesterol transport","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0061187","regulation of ribosomal DNA heterochromatin assembly","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0046877","regulation of saliva secretion","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0014717","regulation of satellite cell activation involved in skeletal muscle regeneration","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0014038","regulation of Schwann cell differentiation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1905661","regulation of telomerase RNA reverse transcriptase activity","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:2000224","regulation of testosterone biosynthetic process","BP",2,1,0,0.543928309390988,1
"GO:0051794","regulation of timing of catagen","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0002652","regulation of tolerance induction dependent upon immune response","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:2001035","regulation of tongue muscle cell differentiation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0034395","regulation of transcription from RNA polymerase II promoter in response to iron","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0071932","replication fork reversal","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1904612","response to 2,3,7,8-tetrachlorodibenzodioxine","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1903840","response to arsenite(3-)","BP",2,1,0,0.543928309390988,1
"GO:1903494","response to dehydroepiandrosterone","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0072720","response to dithiothreitol","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0033594","response to hydroxyisoflavone","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0071104","response to interleukin-9","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0071000","response to magnetism","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0014873","response to muscle activity involved in regulation of muscle adaptation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1904842","response to nitroglycerin","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0080184","response to phenylpropanoid","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0034021","response to silicon dioxide","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0071725","response to triacyl bacterial lipopeptide","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0034342","response to type III interferon","BP",2,1,0,0.543928309390988,1
"GO:0060040","retinal bipolar neuron differentiation","BP",2,1,0,0.543928309390988,1
"GO:0035526","retrograde transport, plasma membrane to Golgi","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0021569","rhombomere 3 development","BP",2,1,0,0.543928309390988,1
"GO:0021571","rhombomere 5 development","BP",2,1,1,0.543928309390988,0.756596747646076
